Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,City,Carpet_area
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,April 2020,3,1350,3037,4099950,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,3,1st of 4,NaN,NaN,NaN,NaN,August 2020,3,1592,4459,7098728,Bhubaneswar,1020
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,NaN,NaN,Resale,NaN,NaN,No,June 2020,2,936,2457,2299752,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,NaN,NaN,NaN,2,NaN,September 2020,3,1450,3400,4930000,Bhubaneswar,1085
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,7th of 7,NaN,NaN,NaN,NaN,July 2020,2,1220,2763,3370860,Bhubaneswar,976
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,NaN,NaN,NaN,2,NaN,August 2020,3,1450,3517,5099650,Bhubaneswar,1015
Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 4,NaN,NaN,NaN,NaN,August 2020,2,1210,4545,5499450,Bhubaneswar,900
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,September 2020,2,1239,3874,4799886,Bhubaneswar,950
Available,Not Available,Available,Available,Available,Available,Available,Not Available,Ready to move,NaN,Gr,Resale,NaN,NaN,NaN,May 2020,3,1336,4491,5999976,Bhubaneswar,0
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 4,NaN,NaN,NaN,NaN,September 2020,3,1250,5200,6500000,Bhubaneswar,870
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 4,NaN,NaN,NaN,NaN,September 2020,3,1668,4119,6870492,Bhubaneswar,1251
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,1st of 8,NaN,NaN,NaN,NaN,August 2020,3,1534,2803,4299802,Bhubaneswar,1200
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,July 2020,3,1490,5033,7499170,Bhubaneswar,1200
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,July 2020,2,1300,2384,3099200,Bhubaneswar,1130
Available,Available,Available,Not Available,Not Available,Available,Available,Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,August 2020,2,1120,3350,3752000,Bhubaneswar,900
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,1st of 7,NaN,NaN,NaN,NaN,August 2020,3,1400,6071,8499400,Bhubaneswar,1000
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 5,NaN,NaN,NaN,NaN,September 2020,3,1544,3756,5799264,Bhubaneswar,1250
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,October 2020,2,1295,3320,4299400,Bhubaneswar,950
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Under Construction,2,NaN,Resale,NaN,NaN,NaN,February 2020,2,1080,2962,3198960,Bhubaneswar,0
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,1st of 2,NaN,NaN,NaN,NaN,August 2020,2,1475,3867,5703825,Bhubaneswar,1107
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,NaN,NaN,NaN,2,NaN,September 2020,3,1500,4200,6300000,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,July 2020,3,1450,3349,4856050,Bhubaneswar,1050
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,4th of 4,NaN,NaN,NaN,NaN,August 2020,3,1450,3537,5128650,Bhubaneswar,1087
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,September 2020,2,965,3316,3199940,Bhubaneswar,745
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,1,NaN,NaN,NaN,1,NaN,September 2020,1,676,5917,3999892,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 3,NaN,NaN,NaN,NaN,September 2020,2,1245,3614,4499430,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,September 2020,2,1120,3400,3808000,Bhubaneswar,896
Available,Available,Available,Available,Available,Not Available,Available,Not Available,Ready to move,3,5th of 6,NaN,NaN,NaN,NaN,August 2020,4,1574,2349,3697326,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,3,1570,4140,6499800,Bhubaneswar,1390
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2,5th of 7,NaN,NaN,NaN,NaN,August 2020,2,1270,2598,3299460,Bhubaneswar,1050
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,5th of 6,NaN,NaN,NaN,NaN,July 2020,3,1520,3355,5099600,Bhubaneswar,920
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,July 2020,3,1825,6575,11999375,Bhubaneswar,1400
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,2,1150,4086,4698900,Bhubaneswar,950
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,2,925,3027,2799975,Bhubaneswar,765
Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,July 2020,3,1500,4333,6499500,Bhubaneswar,1400
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,2,1067,5154,5499318,Bhubaneswar,980
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,3,NaN,NaN,NaN,1,NaN,July 2020,3,1200,3333,3999600,Bhubaneswar,900
Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,3,1400,3928,5499200,Bhubaneswar,1200
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,NaN,NaN,Resale,NaN,NaN,NaN,July 2020,3,1810,6629,11998490,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,NaN,NaN,Resale,NaN,NaN,No,July 2020,2,1250,2808,3510000,Bhubaneswar,1185
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,NaN,NaN,Resale,NaN,NaN,NaN,July 2020,1,450,2044,919800,Bhubaneswar,450
Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Ready to move,1,NaN,Resale,NaN,NaN,NaN,July 2020,1,552,3623,1999896,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,2,1195,3430,4098850,Bhubaneswar,900
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,2,1264,3560,4499840,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,February 2020,2,1267,3551,4499117,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,3,NaN,NaN,"3 rooms(study room, servant room, pooja room)",NaN,NaN,July 2020,3,1450,4137,5998650,Bhubaneswar,1050
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,August 2020,2,1270,2440,3098800,Bhubaneswar,1050
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,March 2020,3,1280,2031,2599680,Bhubaneswar,1080
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,1st of 13,NaN,NaN,NaN,NaN,July 2020,3,1612,3535,5698420,Bhubaneswar,1250
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,NaN,Resale,NaN,NaN,NaN,March 2020,3,1380,3985,5499300,Bhubaneswar,1160
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,3,1st of 5,NaN,NaN,NaN,NaN,July 2020,3,1510,4365,6591150,Bhubaneswar,1265
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,July 2020,2,1235,2914,3598790,Bhubaneswar,955
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Under Construction,2,3rd of 4,NaN,NaN,NaN,NaN,July 2020,3,1450,3400,4930000,Bhubaneswar,1015
Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,September 2020,2,1239,3874,4799886,Bhubaneswar,950
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,3,2nd of 4,NaN,NaN,NaN,NaN,July 2020,3,1450,4137,5998650,Bhubaneswar,1050
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,July 2020,2,1230,3861,4749030,Bhubaneswar,1050
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,2nd of 2,NaN,NaN,NaN,NaN,September 2020,2,1475,3796,5599100,Bhubaneswar,1180
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,3rd of 4,NaN,NaN,NaN,NaN,August 2020,3,1750,4000,7000000,Bhubaneswar,1500
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,July 2020,2,1275,3600,4590000,Bhubaneswar,1050
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,February 2020,2,1264,3560,4499840,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,3rd of 4,NaN,NaN,NaN,NaN,August 2020,3,1750,4000,7000000,Bhubaneswar,1500
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,2nd of 4,NaN,NaN,NaN,NaN,July 2020,2,1275,3600,4590000,Bhubaneswar,1050
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,NaN,NaN,"3 rooms(study room, servant room, pooja room)",NaN,NaN,June 2020,3,1280,4062,5199360,Bhubaneswar,976
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,2nd of 4,NaN,NaN,NaN,NaN,July 2020,3,1690,3600,6084000,Bhubaneswar,1450
